sentiment,content
0,wish mum spent forever talking could call kiera later gt lt much time left though
0,feel like crap
0,workout stunk no headphone
0,st period hate class can t wait i m home i ll b happiest person world wen i m home
1,tottie thank you thank you thought cool kid hang now hehe xoxo
0,slept eye open again hurt like hell wish could find eye lube stuff make feel better
1,know funny thing everyone packing e packing go mexico e
1,made tonight watching little kid swim watch movie haha love babysitting haha
1,would take s sky
0,grew fat today g hxc saw full house chanel jc pedder red ferragamo great economic downturn
1,think would good radio dj i like awesome music great personality
0,fooie yea fun dive a bit scary sometimes fun u like diving
1,http twitpic com we summer here
1,woohoo this day week lord made remembered get wear jean amp chanclas week
0,imjustcreative com on dude always think thing get worst
1,sarahhlouisee thankyou ur night
1,aidadoll think he s gangsterrr as even fit g unit amp know
0,sad beautiful marisa dress leaving today tear
0,kausarazam hew u been srry posted vid forever i feel guilty lol so next day hopefully
0,likewise buttahbrown better ask appreciate neglecting sir fresh
0,dawnrichard awww that s nice make really beautiful couple balance other
0,mind sunshine walk you summer
0,never thought i d say this miss job commute cubicle free food amp coffee downtown quit
1,day
1,aceartemis well nothing give pen
0,sitting almost empty dorm waiting jordan come take last thing say good bye graduate tomorrow
0,time take astronomy test
0,thanks gourmetcook cold shower help
1,jason manford awww thats lovely thing u say u manchester x
1,arielm happy happy birthday
0,last class scott julie today going miss them bought bottle champagne congratulatory gift
1,th street amazing weekend wedding fantastic im really really tired work long eventful weekend
1,georgiaprincez like enjoying hell it
1,sleep take two this better work
0,rafealanthem yes ready go got here ugh sooo pretty outside
0,ivansharris hey go last night expecting see broadway
0,lost ba enlisted class cr whyyyy hindi naman conflict whatever ang labo ng cr grabe t t
0,scottharrison thanks dm atl twestival committee amp really hope public speaking event soon enjoy atl
0,leeye yep trying beat cold winter morning swim always refreshing good start day
1,got freakin macbook hoorayyy freakin deleted phootbooth
0,justinodom dbl booooooo sick flippin blow bahaha kno dont many friend either feel lame haha
0,bout take shower cold shower
0,ok shopping far fun unpacking bag
0,ii wanna go home thee weekend ii gas sukks
1,iamtam light concern me lol stay safe
1,itsneet teehee i know too
1,weather nice many hot guy town felt like kid candy store except candy straight
1,home work
1,gonna give guest lecture tomorrow pe mandya opengl
0,jessner suck majorly i m swamped so twitter i know but still golf tournament
0,hummmmm ohh miss much really hope nice friend like u
1,nick ebru thank link very cool see monday
1,donniewahlberg quot donnie rock quot u could year old run around every sayin quot donnie rock quot
1,love waking thinking weekday realizing weekend
0,shaniquadenise sooo lucky fiance away w the marine corp haven t even seen yet
0,damn raining
0,alice lucky girl work day tomorrow maybe even monday
1,took daughter school still tired still voice know people happy lol time get ready work
0,joannaangel im strict diet ugh feel like cheat one day ill throw everything up
0,mrgranger trouble think helping wrist
1,jb cute lmfao giggle
0,omg keep losing follower sad want one day thats goal d
1,tiesto vicky park excellent
1,tired want play random song gitwar drama essay
0,supergirlnancy sorry code posted site
0,hot wing cafe willyum mild spicy bbq curly fry delicious http twitpic com wesr
0,jelz want house gt
0,nellagrl being lonely time
1,sammihouse awww lol yh worth it mcfly worth eekk
0,home alone one left gummy bear
0,really tired need morning bed good night all
1,sentimentalizzy lady water pure b remember enjoying film
1,top cashier work today woot woot drink
0,freyalynn dude fail know exactly place
1,good morning http bit ly tjvhv
0,tired summer already
1,oh sunny
0,tired canï¿½t stay awake but must finish work sunday
0,watching thomas train engine make miss george carlin
0,thomasfiss hahaha ur gonna tweet awoke night haha man concert suck cali s da place
0,can t believe weekend already time go nice day fam today mum good day too
1,thanks much everyone came speakeasy last night hit wonderful see fun june awesome
0,sh t i m getting even sad i m currently library j think it ll last one tooooo
0,xbellamariex hello bella r going delete account
1,tessneale suppose blog post could u email
1,dongeronimo dear michael sorce crack up sincerely
0,lmao come mad reply im like damn im missed damn follow friday lmao im still important missed
1,andreamichellef s birthday today wish good one asshole sleepytime
1,watchin family guy
0,tommcfly tom today school played pov break almost cryed show sao paulo today wish could there
0,sln lie fav song alone room rd floor
1,evanmcbroom i m sure mayor brainard thrilled hear fan
0,ericcanaday show lunch eating solo noodle
1,girlusocrazy lol girl cannot stop student can t afford pop eyeshadow hooked
0,facebook farm town become slower slower
1,ykesha yeah also paper one final left algebra amp take birthday june
1,snowed in loved movie miss raul julia
0,pristina hide berry like slave regularly today caught massa amp im def light enough juice pouring slave
1,coleryanxxx yes lol that s good one remeber bottom always top
1,watching snl awhh chris pine cutieee
1,http bit ly xdc spanish grand prix one hour
1,amp kelly share last name wouldnt sweet related theellenshow
1,cherrythegreat hay naku madaya ka talaga ah hehe hey happy mother day mom nga pala baditz mom also
1,done watching slumdog millionaire great movie
1,james a michael hey thanks another great day i m going sleep now i ll chat tomorrow sweet dream
1,cadwaladr omg yes get ready work early tonight payroll distribution duty
1,hope everyone great weekend today important meeting today
1,archuleta amp cook arrive day
0,yep candymantk sleep fail another hour it ll d amp d fail
0,anyone yucky new throwback pepsi mountain dew yet plan keeping around drinking it
1,watched kunguma poovum konjuma puravum liked much excellent cinematography
0,clairesale poor beta took seattle riding lap plane happy week long outage cold
0,today started well
0,finding song idea cover actually indeed thinking awesome make day
0,miss nipissing pita good thing we ve got euphoria barrie cause would never survive summer without pita smoothy
1,great study time followed delicious japanese meal arty now trying get back study mood
0,wide awake grouchy fuck
1,tomfelton http twitpic com jam oh beautiful i m happy great time heartz
0,hi im chris cant get mine keep getting error
1,guess late sigjeans
1,mizhalle http blip fm jbp
1,courvidloveeva fc back dear
1,thanks concern guy stitch later well whew
0,tooshie interesting people like never bored tooshers
0,saikatblogger wow effect thanks update
0,really really miss
0,i m going excursion week twitting
0,jtimberlake damn killed snl that good stuff cry w laughter jimmyfallon broke love
1,finally holiday
1,queenchinab seemed happy
1,geekysteph also try friendly fire already heard them great stuff florence machine great great music
1,way home ny then sleeping
0,feeling pretty poo today
0,rorzshach oh hug
1,waking vega goooooooooooooooooooooooood
0,bigheadasian ahhh can t one will la vega weekend noctweetup
1,also conviced happy dance told adorable happy dance ever
1,lizziecoulter oh dear i m sorry laughed
1,madberry testfest weer een groot succes
1,yaaaawwwwnnnn thx bank holiday let s see today prepared u
1,secretvampire nice see twitter
0,beta expired today back public release miss already
0,asdquefty yes are they re gone enjoy yours
1,little happy wine jeje ok it sm free time care jaja love day
1,birthday awesome on video my daughter opening last gift screaming joy quot my birthday wish came true quot couldn t better
1,ending day another walk nice walk gelato
1,ah wokking great could eat much ice cream what never eat much ice cream life
0,oh no used internal sig external e mail damn fb
0,chapter probably monday still need comment
0,tmg tried help
0,soooo hungry waiting bf get home car trouble waiting mechanic help him
0,willie pouting grandma put treat food http apps facebook com dogbook profile view
0,there nothing worse working friday night wake saturday want babe
0,long painful mile today knee ache approaching year rough accepting well glass draft helped
1,going ikea roomie shop apartment ikea like top ten store love
0,need get life together aka apartment cleaned back birthday
1,exhausted great weekend looking forward week
0,like sick guidance counsellor supposed take kid school bowling amp pizza
1,bit soul time mama visialize next living environent speak soon
0,woke up laura s last full day last night watched embarrassing home movie
0,cold
1,aussieboby like masterchef
1,excited r r mother s day
0,deegospel hey dee wish could make mastermind session tomorrow i m wedding statesboro hope chat soon
0,hate young
0,yea saw really sad commercial
0,bout watch notorious cause that s i m feelin now wish could eat something can t surgery tomorrow food til saturday
0,devon caught ate fly dont know swallowed fly guess she ll die
0,stereophonics http twitpic com p well done guy gonna miss tweet
